Model,Purchasing Year,Post ODO,Warranty Type,Symptom Code,Damage Code,Related Parts,Related Parts Quantity,Repair Location,Estimated Amount,Labor Hours,Sublet Code,Sublet Amount,Prior ODO,Authorized By,Dealer Code,Warrenty Status,ReasonCode,Generation Logic
MAZDA_CX_70_PHEV,2025,148838,R,88,9F,"['E01', 'H01']","[1, 2]",['F02'],1289.91,9.5,"['D1', 'A1']",307.58,148489,T,D059,A,ACP,"MAZDA_CX_70_PHEV purchased in 2025; 88 leads to 9F; ['E01', 'H01'] used in ['F02']; ODO 148489->148838 logically increases"
MAZDA3_SEDAN,2004,115419,P,24,9B,"['B01', 'E01']","[2, 1]","['F02', 'H01']",2286.88,2.8,"['A1', '']",441.07,115321,W,D004,A,ACP,"MAZDA3_SEDAN purchased in 2004; 24 leads to 9B; ['B01', 'E01'] used in ['F02', 'H01']; ODO 115321->115419 logically increases"
MAZDA_CX_5,2025,15103,K,35,8Z,['S01'],[1],['F02'],2129.26,0.8,"['B5', 'A1']",142.28,14827,T,D072,A,ACP,MAZDA_CX_5 purchased in 2025; 35 leads to 8Z; ['S01'] used in ['F02']; ODO 14827->15103 logically increases
MAZDA_CX_90_PHEV,2023,84022,P,42,9B,['E02'],[1],"['F02', 'F01']",556.85,9.9,['B5'],107.09,83583,T,D145,A,ACP,"MAZDA_CX_90_PHEV purchased in 2023; 42 leads to 9B; ['E02'] used in ['F02', 'F01']; ODO 83583->84022 logically increases"
MAZDA3_SEDAN,2023,36149,K,38,9D,"['E02', 'H01']","[1, 2]",['H01'],1817.3,6.2,"['', 'C1']",0,35689,T,D104,R,LOP,"MAZDA3_SEDAN purchased in 2023; 38 leads to 9D; ['E02', 'H01'] used in ['H01']; ODO 35689->36149 logically increases"
MAZDA_CX_70_PHEV,2024,111288,P,23,9B,"['E01', 'B01']","[2, 1]",['F02'],1378.85,3.3,['K1'],177.95,111209,T,D040,A,ACP,"MAZDA_CX_70_PHEV purchased in 2024; 23 leads to 9B; ['E01', 'B01'] used in ['F02']; ODO 111209->111288 logically increases"
MAZDA_CX_30,2022,112466,A,48,8Z,['H01'],[1],"['F02', 'H01']",575.77,3.4,"['C1', '']",150.92,112150,T,D057,A,ACP,"MAZDA_CX_30 purchased in 2022; 48 leads to 8Z; ['H01'] used in ['F02', 'H01']; ODO 112150->112466 logically increases"
MAZDA3_HATCHBACK,2024,56248,R,56,9B,['T01'],[2],"['F02', 'W01']",779,1.6,"['E9', 'D1']",401.63,56191,T,D056,A,ACP,"MAZDA3_HATCHBACK purchased in 2024; 56 leads to 9B; ['T01'] used in ['F02', 'W01']; ODO 56191->56248 logically increases"
MAZDA_CX_5,2021,77071,A,94,9C,"['H01', 'S01']","[2, 1]","['H05', 'F02']",2183.38,3.1,"['D1', 'K1']",20.14,76714,C,D120,R,WEX,"MAZDA_CX_5 purchased in 2021; 94 leads to 9C; ['H01', 'S01'] used in ['H05', 'F02']; ODO 76714->77071 logically increases"
MAZDA_CX_70_PHEV,2024,126311,A,50,81,['B01'],[1],['F01'],2074.09,5.4,[''],0,126075,C,D005,A,ACP,MAZDA_CX_70_PHEV purchased in 2024; 50 leads to 81; ['B01'] used in ['F01']; ODO 126075->126311 logically increases
MAZDA_CX_70,2024,111526,K,33,9A,"['E02', 'B01']","[2, 1]",['N01'],1487.03,9.2,"['F1', 'D1']",66.81,111325,W,D120,A,ACP,"MAZDA_CX_70 purchased in 2024; 33 leads to 9A; ['E02', 'B01'] used in ['N01']; ODO 111325->111526 logically increases"
MAZDA_CX_70_PHEV,2025,120984,K,42,9F,"['S01', 'L01']","[2, 2]",['P01'],1366.9,5.3,"['E9', 'A1']",101.57,120933,W,D026,R,WEX,"MAZDA_CX_70_PHEV purchased in 2025; 42 leads to 9F; ['S01', 'L01'] used in ['P01']; ODO 120933->120984 logically increases"
MAZDA_CX_70,2025,78095,K,97,81,['L01'],[1],['F01'],1137.19,3,[''],0,77610,C,D063,A,ACP,MAZDA_CX_70 purchased in 2025; 97 leads to 81; ['L01'] used in ['F01']; ODO 77610->78095 logically increases
MAZDA_CX_70,2024,137077,R,85,8W,"['H01', 'T01']","[2, 2]","['P01', 'N01']",1633.55,0.7,['D1'],26.8,137020,W,D021,A,ACP,"MAZDA_CX_70 purchased in 2024; 85 leads to 8W; ['H01', 'T01'] used in ['P01', 'N01']; ODO 137020->137077 logically increases"
MAZDA_CX_70,2024,71842,K,41,81,['S01'],[1],['N01'],1659.51,3.8,['A1'],407.48,71647,W,D050,R,SUB,MAZDA_CX_70 purchased in 2024; 41 leads to 81; ['S01'] used in ['N01']; ODO 71647->71842 logically increases
MAZDA3_HATCHBACK,2011,67300,P,69,9B,['E02'],[2],['N01'],1888.9,4.8,['D1'],497.03,67240,W,D067,R,APL,MAZDA3_HATCHBACK purchased in 2011; 69 leads to 9B; ['E02'] used in ['N01']; ODO 67240->67300 logically increases
MAZDA_CX_90_PHEV,2025,19012,K,95,8Z,"['T01', 'E01']","[1, 2]",['H01'],539.34,8.8,"['K1', 'D1']",365.54,18759,C,D008,A,ACP,"MAZDA_CX_90_PHEV purchased in 2025; 95 leads to 8Z; ['T01', 'E01'] used in ['H01']; ODO 18759->19012 logically increases"
MAZDA_CX_50,2023,8514,P,28,9C,['L01'],[1],['W01'],634.16,4.2,"['B5', 'C1']",94.58,8098,W,D054,A,ACP,MAZDA_CX_50 purchased in 2023; 28 leads to 9C; ['L01'] used in ['W01']; ODO 8098->8514 logically increases
MAZDA_MX_5_MIATA,2005,50250,A,17,81,['B01'],[2],['H01'],2311.69,8.4,['K1'],288.05,49890,T,D005,A,ACP,MAZDA_MX_5_MIATA purchased in 2005; 17 leads to 81; ['B01'] used in ['H01']; ODO 49890->50250 logically increases
MAZDA_CX_90_PHEV,2023,89064,K,77,81,['H01'],[1],['W01'],530.79,5,"['D1', '']",109.54,88970,C,D011,A,ACP,MAZDA_CX_90_PHEV purchased in 2023; 77 leads to 81; ['H01'] used in ['W01']; ODO 88970->89064 logically increases
MAZDA_CX_70,2025,88928,P,75,9E,"['H01', 'L01']","[1, 1]",['P01'],1753.06,5.9,"['E9', 'D1']",51.31,88858,T,D047,A,ACP,"MAZDA_CX_70 purchased in 2025; 75 leads to 9E; ['H01', 'L01'] used in ['P01']; ODO 88858->88928 logically increases"
MAZDA_MX_5_MIATA,2005,107789,K,39,9D,['H01'],[2],"['W01', 'N01']",440.18,2.2,['D1'],218.41,107524,C,D113,R,DCO,"MAZDA_MX_5_MIATA purchased in 2005; 39 leads to 9D; ['H01'] used in ['W01', 'N01']; ODO 107524->107789 logically increases"
MAZDA_CX_30,2023,25855,R,56,9B,"['L01', 'T01']","[2, 2]",['W01'],1496.97,3.4,"['B5', 'C1']",425.94,25586,W,D090,R,PID,"MAZDA_CX_30 purchased in 2023; 56 leads to 9B; ['L01', 'T01'] used in ['W01']; ODO 25586->25855 logically increases"
MAZDA_MX_5_MIATA_RF,2024,138681,K,87,9D,"['L01', 'H01']","[2, 1]","['W01', 'F01']",763.08,8.1,"['', 'K1']",0,138594,T,D101,R,APL,"MAZDA_MX_5_MIATA_RF purchased in 2024; 87 leads to 9D; ['L01', 'H01'] used in ['W01', 'F01']; ODO 138594->138681 logically increases"
MAZDA_CX_90,2024,138849,R,23,9C,['L01'],[1],['P01'],538.77,3.6,"['D1', '']",399.96,138512,T,D120,A,ACP,MAZDA_CX_90 purchased in 2024; 23 leads to 9C; ['L01'] used in ['P01']; ODO 138512->138849 logically increases
MAZDA_MX_5_MIATA,2000,106846,K,68,8W,['B01'],[2],['W01'],2305.38,4.2,['C1'],206.07,106616,W,D025,R,FIN,MAZDA_MX_5_MIATA purchased in 2000; 68 leads to 8W; ['B01'] used in ['W01']; ODO 106616->106846 logically increases
MAZDA_CX_50,2025,90337,A,76,8Z,['T01'],[1],"['N01', 'F02']",1721.33,8.1,['A1'],292.41,89895,W,D022,A,ACP,"MAZDA_CX_50 purchased in 2025; 76 leads to 8Z; ['T01'] used in ['N01', 'F02']; ODO 89895->90337 logically increases"
MAZDA_CX_90,2025,103450,P,88,9E,"['H01', 'T01']","[2, 2]",['F02'],1439.11,1.4,"['D1', 'F1']",343.71,103227,C,D117,A,ACP,"MAZDA_CX_90 purchased in 2025; 88 leads to 9E; ['H01', 'T01'] used in ['F02']; ODO 103227->103450 logically increases"
MAZDA_CX_30,2021,117305,A,46,9C,['E02'],[1],"['W01', 'F01']",2374,3.4,['B5'],292.95,117092,C,D139,A,ACP,"MAZDA_CX_30 purchased in 2021; 46 leads to 9C; ['E02'] used in ['W01', 'F01']; ODO 117092->117305 logically increases"
MAZDA_CX_50_HYBRID,2025,86021,R,55,9F,"['E01', 'E02']","[1, 1]","['P01', 'F01']",437.42,0.7,"['', 'A1']",0,85937,T,D005,R,MSC,"MAZDA_CX_50_HYBRID purchased in 2025; 55 leads to 9F; ['E01', 'E02'] used in ['P01', 'F01']; ODO 85937->86021 logically increases"
MAZDA_MX_5_MIATA_RF,2025,26546,A,50,9E,['T01'],[1],['N01'],1481.65,2.2,"['K1', 'F1']",357.2,26353,C,D117,A,ACP,MAZDA_MX_5_MIATA_RF purchased in 2025; 50 leads to 9E; ['T01'] used in ['N01']; ODO 26353->26546 logically increases
MAZDA3_SEDAN,2013,124397,P,18,8Z,['E01'],[1],"['H05', 'F01']",1589.32,6.9,"['D1', 'A1']",499.7,123932,W,D069,A,ACP,"MAZDA3_SEDAN purchased in 2013; 18 leads to 8Z; ['E01'] used in ['H05', 'F01']; ODO 123932->124397 logically increases"
MAZDA_CX_50_HYBRID,2025,84549,P,94,9B,['E02'],[2],['W01'],487.53,6.5,"['', 'K1']",0,84460,C,D010,A,ACP,MAZDA_CX_50_HYBRID purchased in 2025; 94 leads to 9B; ['E02'] used in ['W01']; ODO 84460->84549 logically increases
MAZDA_CX_70,2024,141472,K,87,9F,['B01'],[2],"['P01', 'F01']",1665.5,6.7,[''],0,141166,T,D118,R,APL,"MAZDA_CX_70 purchased in 2024; 87 leads to 9F; ['B01'] used in ['P01', 'F01']; ODO 141166->141472 logically increases"
MAZDA3_HATCHBACK,2016,115857,A,32,9D,['S01'],[2],['H01'],1827.18,7.7,"['B5', 'E9']",389.62,115670,T,D013,R,TML,MAZDA3_HATCHBACK purchased in 2016; 32 leads to 9D; ['S01'] used in ['H01']; ODO 115670->115857 logically increases
MAZDA_CX_5,2015,116009,A,32,81,"['E01', 'B01']","[2, 1]","['F02', 'F01']",261.16,5.5,"['F1', 'E9']",252.28,115818,W,D009,R,DUP,"MAZDA_CX_5 purchased in 2015; 32 leads to 81; ['E01', 'B01'] used in ['F02', 'F01']; ODO 115818->116009 logically increases"
MAZDA_CX_30,2020,103504,P,90,8W,"['E01', 'L01']","[1, 2]","['F02', 'H05']",538.11,7.3,['C1'],332.01,103262,T,D118,R,CMP,"MAZDA_CX_30 purchased in 2020; 90 leads to 8W; ['E01', 'L01'] used in ['F02', 'H05']; ODO 103262->103504 logically increases"
MAZDA_CX_5,2019,138766,K,94,81,"['B01', 'S01']","[1, 1]","['W01', 'F02']",1551.33,5,['C1'],214.03,138377,C,D122,A,ACP,"MAZDA_CX_5 purchased in 2019; 94 leads to 81; ['B01', 'S01'] used in ['W01', 'F02']; ODO 138377->138766 logically increases"
MAZDA_CX_70_PHEV,2025,33209,K,35,9A,['T01'],[2],"['F01', 'H01']",2439.62,3.4,"['B5', 'C1']",415.16,32994,W,D019,R,BAT,"MAZDA_CX_70_PHEV purchased in 2025; 35 leads to 9A; ['T01'] used in ['F01', 'H01']; ODO 32994->33209 logically increases"
MAZDA_MX_5_MIATA,2001,74550,K,78,9B,['H01'],[1],['H05'],612.58,1.3,"['A1', 'C1']",49.86,74054,W,D084,A,ACP,MAZDA_MX_5_MIATA purchased in 2001; 78 leads to 9B; ['H01'] used in ['H05']; ODO 74054->74550 logically increases
MAZDA_CX_30,2019,34989,K,50,81,['B01'],[2],['H01'],1766.51,1.7,"['F1', 'B5']",479.61,34495,W,D047,A,ACP,MAZDA_CX_30 purchased in 2019; 50 leads to 81; ['B01'] used in ['H01']; ODO 34495->34989 logically increases
MAZDA_CX_70,2025,95922,A,88,8W,['L01'],[1],"['F02', 'P01']",148.18,1.4,['D1'],150.35,95765,T,D066,A,ACP,"MAZDA_CX_70 purchased in 2025; 88 leads to 8W; ['L01'] used in ['F02', 'P01']; ODO 95765->95922 logically increases"
MAZDA_MX_5_MIATA_RF,2018,111986,K,40,8W,['T01'],[2],['H01'],1694.23,7.3,['K1'],108.63,111825,C,D011,R,RNT,MAZDA_MX_5_MIATA_RF purchased in 2018; 40 leads to 8W; ['T01'] used in ['H01']; ODO 111825->111986 logically increases
MAZDA_CX_30,2023,78977,A,14,81,['S01'],[1],"['F02', 'H05']",909.66,1.9,[''],0,78620,T,D124,R,MSC,"MAZDA_CX_30 purchased in 2023; 14 leads to 81; ['S01'] used in ['F02', 'H05']; ODO 78620->78977 logically increases"
MAZDA_CX_70_PHEV,2024,30621,K,39,9B,"['L01', 'E02']","[2, 2]","['F01', 'N01']",1166.36,6.4,['C1'],191.4,30304,C,D003,A,ACP,"MAZDA_CX_70_PHEV purchased in 2024; 39 leads to 9B; ['L01', 'E02'] used in ['F01', 'N01']; ODO 30304->30621 logically increases"
MAZDA_CX_30,2023,22220,A,44,9E,"['E02', 'T01']","[1, 1]","['F02', 'H05']",2322.53,8.5,"['', 'F1']",0,21906,T,D150,A,ACP,"MAZDA_CX_30 purchased in 2023; 44 leads to 9E; ['E02', 'T01'] used in ['F02', 'H05']; ODO 21906->22220 logically increases"
MAZDA_CX_70,2025,63220,K,77,8Z,"['B01', 'S01']","[1, 2]",['F01'],988.91,9.8,['E9'],264.23,63052,T,D040,R,PGM,"MAZDA_CX_70 purchased in 2025; 77 leads to 8Z; ['B01', 'S01'] used in ['F01']; ODO 63052->63220 logically increases"
MAZDA3_HATCHBACK,2017,119805,A,84,8Z,['T01'],[2],"['P01', 'H05']",1903.75,6.6,"['E9', 'C1']",377.01,119414,T,D063,R,QTY,"MAZDA3_HATCHBACK purchased in 2017; 84 leads to 8Z; ['T01'] used in ['P01', 'H05']; ODO 119414->119805 logically increases"
MAZDA_CX_50,2024,100706,R,94,8Z,['S01'],[2],"['H05', 'F02']",345.49,8.2,['K1'],209.52,100503,W,D120,A,ACP,"MAZDA_CX_50 purchased in 2024; 94 leads to 8Z; ['S01'] used in ['H05', 'F02']; ODO 100503->100706 logically increases"
MAZDA_CX_5,2023,61909,P,74,81,['L01'],[2],['N01'],723.48,8.9,"['F1', 'E9']",368.25,61430,T,D028,A,ACP,MAZDA_CX_5 purchased in 2023; 74 leads to 81; ['L01'] used in ['N01']; ODO 61430->61909 logically increases
MAZDA_CX_5,2013,138413,K,26,9A,"['L01', 'E01']","[2, 2]","['P01', 'H01']",801.04,8.3,['D1'],158.63,138339,W,D059,R,APL,"MAZDA_CX_5 purchased in 2013; 26 leads to 9A; ['L01', 'E01'] used in ['P01', 'H01']; ODO 138339->138413 logically increases"
MAZDA_MX_5_MIATA,1997,147587,A,49,9E,['T01'],[2],['N01'],1380.83,5.6,['E9'],455.54,147244,C,D120,R,WEX,MAZDA_MX_5_MIATA purchased in 1997; 49 leads to 9E; ['T01'] used in ['N01']; ODO 147244->147587 logically increases
MAZDA3_SEDAN,2015,58373,P,89,9E,"['L01', 'H01']","[2, 1]","['P01', 'F01']",1207.15,2.1,['C1'],280.94,58151,T,D020,A,ACP,"MAZDA3_SEDAN purchased in 2015; 89 leads to 9E; ['L01', 'H01'] used in ['P01', 'F01']; ODO 58151->58373 logically increases"
MAZDA_CX_70_PHEV,2024,69300,K,08,8W,"['B01', 'T01']","[2, 2]",['N01'],1970,6.4,"['F1', 'C1']",116.24,69102,W,D071,A,ACP,"MAZDA_CX_70_PHEV purchased in 2024; 08 leads to 8W; ['B01', 'T01'] used in ['N01']; ODO 69102->69300 logically increases"
MAZDA_CX_90_PHEV,2024,103193,A,46,9A,['T01'],[2],"['W01', 'F02']",1156.4,3.2,['D1'],118.31,102914,T,D051,A,ACP,"MAZDA_CX_90_PHEV purchased in 2024; 46 leads to 9A; ['T01'] used in ['W01', 'F02']; ODO 102914->103193 logically increases"
MAZDA_MX_5_MIATA,1995,50412,K,24,8Z,"['L01', 'E01']","[2, 1]","['F02', 'W01']",606.28,1.3,['F1'],285.36,49919,W,D027,A,ACP,"MAZDA_MX_5_MIATA purchased in 1995; 24 leads to 8Z; ['L01', 'E01'] used in ['F02', 'W01']; ODO 49919->50412 logically increases"
MAZDA_CX_5,2018,22155,R,53,9F,['T01'],[2],['F01'],2197.84,10,"['K1', 'A1']",174.82,22056,W,D132,R,LOP,MAZDA_CX_5 purchased in 2018; 53 leads to 9F; ['T01'] used in ['F01']; ODO 22056->22155 logically increases
MAZDA_MX_5_MIATA_RF,2024,77298,P,82,9B,"['S01', 'L01']","[1, 1]",['P01'],1131.89,7.3,"['', 'E9']",0,77194,T,D078,A,ACP,"MAZDA_MX_5_MIATA_RF purchased in 2024; 82 leads to 9B; ['S01', 'L01'] used in ['P01']; ODO 77194->77298 logically increases"
MAZDA3_HATCHBACK,2015,34327,K,13,9C,['S01'],[2],"['H05', 'P01']",271.67,4.1,"['F1', 'A1']",35.06,34157,C,D092,A,ACP,"MAZDA3_HATCHBACK purchased in 2015; 13 leads to 9C; ['S01'] used in ['H05', 'P01']; ODO 34157->34327 logically increases"
MAZDA_CX_30,2025,84620,R,29,9E,"['E01', 'H01']","[2, 1]",['F01'],965.14,4.9,"['', 'K1']",0,84342,W,D055,R,DSA,"MAZDA_CX_30 purchased in 2025; 29 leads to 9E; ['E01', 'H01'] used in ['F01']; ODO 84342->84620 logically increases"
MAZDA_MX_5_MIATA_RF,2017,133672,R,61,9A,"['B01', 'S01']","[2, 2]",['H01'],299.79,10,['K1'],183.95,133271,W,D017,R,PGM,"MAZDA_MX_5_MIATA_RF purchased in 2017; 61 leads to 9A; ['B01', 'S01'] used in ['H01']; ODO 133271->133672 logically increases"
MAZDA_CX_70,2025,75679,R,39,8W,"['E01', 'E02']","[1, 1]",['F02'],515.67,8.3,"['F1', 'A1']",463.45,75455,W,D011,A,ACP,"MAZDA_CX_70 purchased in 2025; 39 leads to 8W; ['E01', 'E02'] used in ['F02']; ODO 75455->75679 logically increases"
MAZDA_CX_70_PHEV,2024,80767,P,14,8W,"['E01', 'H01']","[2, 1]",['P01'],91.45,7.6,['C1'],382.43,80640,C,D131,A,ACP,"MAZDA_CX_70_PHEV purchased in 2024; 14 leads to 8W; ['E01', 'H01'] used in ['P01']; ODO 80640->80767 logically increases"
MAZDA_CX_70,2025,131034,A,15,9D,"['E02', 'L01']","[2, 1]",['F01'],1543.66,8.5,"['A1', 'C1']",491.7,130619,C,D063,A,ACP,"MAZDA_CX_70 purchased in 2025; 15 leads to 9D; ['E02', 'L01'] used in ['F01']; ODO 130619->131034 logically increases"
MAZDA_CX_30,2020,125625,K,76,9D,"['H01', 'E02']","[1, 1]","['F01', 'H05']",125.15,7.4,['B5'],253.4,125529,C,D133,R,SUB,"MAZDA_CX_30 purchased in 2020; 76 leads to 9D; ['H01', 'E02'] used in ['F01', 'H05']; ODO 125529->125625 logically increases"
MAZDA3_SEDAN,2015,112161,P,19,9E,['B01'],[1],"['F02', 'P01']",1845.47,6.2,"['A1', 'C1']",364.78,111999,T,D107,R,APL,"MAZDA3_SEDAN purchased in 2015; 19 leads to 9E; ['B01'] used in ['F02', 'P01']; ODO 111999->112161 logically increases"
MAZDA_CX_90,2024,115380,R,02,8W,"['S01', 'E02']","[2, 2]","['W01', 'H01']",1602.94,5.3,"['D1', '']",118.51,114888,W,D026,A,ACP,"MAZDA_CX_90 purchased in 2024; 02 leads to 8W; ['S01', 'E02'] used in ['W01', 'H01']; ODO 114888->115380 logically increases"
MAZDA_CX_70_PHEV,2024,113285,P,63,9B,['E02'],[2],"['N01', 'F02']",2355.47,8,['E9'],38.41,112973,T,D139,A,ACP,"MAZDA_CX_70_PHEV purchased in 2024; 63 leads to 9B; ['E02'] used in ['N01', 'F02']; ODO 112973->113285 logically increases"
MAZDA_CX_70_PHEV,2025,18635,K,19,9B,['E02'],[1],"['F02', 'W01']",2100.7,1.4,[''],0,18272,W,D021,R,BAT,"MAZDA_CX_70_PHEV purchased in 2025; 19 leads to 9B; ['E02'] used in ['F02', 'W01']; ODO 18272->18635 logically increases"
MAZDA_CX_90,2023,26284,K,59,9E,"['S01', 'B01']","[2, 1]",['W01'],502.55,4.5,['B5'],123.16,25896,T,D146,R,PID,"MAZDA_CX_90 purchased in 2023; 59 leads to 9E; ['S01', 'B01'] used in ['W01']; ODO 25896->26284 logically increases"
MAZDA3_SEDAN,2015,62670,K,77,9F,"['H01', 'B01']","[1, 1]","['N01', 'W01']",2321.14,4.8,"['A1', 'E9']",177.19,62352,T,D023,A,ACP,"MAZDA3_SEDAN purchased in 2015; 77 leads to 9F; ['H01', 'B01'] used in ['N01', 'W01']; ODO 62352->62670 logically increases"
MAZDA_CX_70,2024,30100,P,35,9F,"['T01', 'B01']","[2, 2]",['W01'],1771.97,3.2,['B5'],282.75,29892,T,D125,A,ACP,"MAZDA_CX_70 purchased in 2024; 35 leads to 9F; ['T01', 'B01'] used in ['W01']; ODO 29892->30100 logically increases"
MAZDA_MX_5_MIATA,1994,17998,K,57,81,['S01'],[2],"['F01', 'F02']",1200.01,8.3,[''],0,17519,T,D071,A,ACP,"MAZDA_MX_5_MIATA purchased in 1994; 57 leads to 81; ['S01'] used in ['F01', 'F02']; ODO 17519->17998 logically increases"
MAZDA_CX_50,2025,138641,P,73,8W,"['E02', 'B01']","[1, 2]",['F02'],67.6,7.2,"['D1', 'F1']",223.75,138394,C,D083,R,WEX,"MAZDA_CX_50 purchased in 2025; 73 leads to 8W; ['E02', 'B01'] used in ['F02']; ODO 138394->138641 logically increases"
MAZDA_CX_90,2024,45724,K,87,8Z,"['H01', 'T01']","[2, 1]","['W01', 'F02']",801.19,7.1,"['F1', 'K1']",216.89,45552,C,D014,A,ACP,"MAZDA_CX_90 purchased in 2024; 87 leads to 8Z; ['H01', 'T01'] used in ['W01', 'F02']; ODO 45552->45724 logically increases"
MAZDA_CX_5,2013,98122,P,18,9B,['B01'],[2],"['H01', 'P01']",2411.44,2.6,"['D1', 'A1']",181.32,98051,C,D056,A,ACP,"MAZDA_CX_5 purchased in 2013; 18 leads to 9B; ['B01'] used in ['H01', 'P01']; ODO 98051->98122 logically increases"
MAZDA3_HATCHBACK,2013,34384,A,31,9F,"['E02', 'E01']","[2, 1]","['F01', 'W01']",976.49,8.1,"['E9', 'D1']",344.93,34048,W,D096,A,ACP,"MAZDA3_HATCHBACK purchased in 2013; 31 leads to 9F; ['E02', 'E01'] used in ['F01', 'W01']; ODO 34048->34384 logically increases"
MAZDA_CX_5,2020,126304,K,49,8Z,"['E02', 'S01']","[1, 1]",['P01'],2444.28,6.6,"['C1', 'K1']",432.27,126196,T,D079,R,RNT,"MAZDA_CX_5 purchased in 2020; 49 leads to 8Z; ['E02', 'S01'] used in ['P01']; ODO 126196->126304 logically increases"
MAZDA_CX_70_PHEV,2025,37076,P,01,9C,"['E02', 'E01']","[2, 2]","['N01', 'H05']",1773.28,8.8,['F1'],485.18,36947,C,D127,R,NPF,"MAZDA_CX_70_PHEV purchased in 2025; 01 leads to 9C; ['E02', 'E01'] used in ['N01', 'H05']; ODO 36947->37076 logically increases"
MAZDA_CX_50_HYBRID,2025,101771,P,71,9E,['S01'],[2],['F01'],200.92,3.5,"['', 'E9']",0,101414,T,D087,R,MSC,MAZDA_CX_50_HYBRID purchased in 2025; 71 leads to 9E; ['S01'] used in ['F01']; ODO 101414->101771 logically increases
MAZDA_CX_90,2024,46128,A,04,9D,['E01'],[1],"['F01', 'H05']",418.1,9.8,['D1'],465.92,45975,W,D008,A,ACP,"MAZDA_CX_90 purchased in 2024; 04 leads to 9D; ['E01'] used in ['F01', 'H05']; ODO 45975->46128 logically increases"
MAZDA_MX_5_MIATA,2025,28310,P,34,9E,"['S01', 'B01']","[2, 1]",['F01'],2425.56,4.7,['B5'],34.45,28074,T,D114,R,PGM,"MAZDA_MX_5_MIATA purchased in 2025; 34 leads to 9E; ['S01', 'B01'] used in ['F01']; ODO 28074->28310 logically increases"
MAZDA3_HATCHBACK,2007,94783,R,33,9E,['H01'],[2],"['P01', 'F02']",204.8,6.4,"['K1', '']",348.56,94690,T,D098,A,ACP,"MAZDA3_HATCHBACK purchased in 2007; 33 leads to 9E; ['H01'] used in ['P01', 'F02']; ODO 94690->94783 logically increases"
MAZDA_CX_70,2025,149827,P,81,9D,"['S01', 'E01']","[1, 1]",['F01'],2385.7,1.3,"['E9', 'C1']",489.26,149602,C,D070,A,ACP,"MAZDA_CX_70 purchased in 2025; 81 leads to 9D; ['S01', 'E01'] used in ['F01']; ODO 149602->149827 logically increases"
MAZDA_MX_5_MIATA_RF,2025,50320,A,27,9B,"['L01', 'E01']","[2, 1]",['P01'],159.41,4.9,['C1'],491.65,50223,T,D026,R,ATH,"MAZDA_MX_5_MIATA_RF purchased in 2025; 27 leads to 9B; ['L01', 'E01'] used in ['P01']; ODO 50223->50320 logically increases"
MAZDA_CX_70_PHEV,2025,98077,P,99,9B,"['H01', 'E02']","[1, 1]",['F01'],51.81,6.8,"['', 'A1']",0,97645,T,D069,R,NPF,"MAZDA_CX_70_PHEV purchased in 2025; 99 leads to 9B; ['H01', 'E02'] used in ['F01']; ODO 97645->98077 logically increases"
MAZDA_CX_90_PHEV,2024,28278,R,34,9C,['S01'],[2],"['F01', 'W01']",1346.93,6.6,"['A1', 'D1']",71.04,27805,T,D083,A,ACP,"MAZDA_CX_90_PHEV purchased in 2024; 34 leads to 9C; ['S01'] used in ['F01', 'W01']; ODO 27805->28278 logically increases"
MAZDA_CX_90_PHEV,2024,52792,K,72,9E,"['T01', 'L01']","[1, 2]",['H01'],538.33,3.3,"['F1', 'E9']",202.52,52588,C,D023,A,ACP,"MAZDA_CX_90_PHEV purchased in 2024; 72 leads to 9E; ['T01', 'L01'] used in ['H01']; ODO 52588->52792 logically increases"
MAZDA3_HATCHBACK,2025,119531,R,88,9B,['L01'],[2],['P01'],1865.49,8,"['E9', 'C1']",407.9,119385,T,D103,R,PID,MAZDA3_HATCHBACK purchased in 2025; 88 leads to 9B; ['L01'] used in ['P01']; ODO 119385->119531 logically increases
MAZDA_CX_50_HYBRID,2025,106375,A,07,8Z,['B01'],[1],['N01'],1491.98,7.8,"['E9', 'A1']",281.52,106190,W,D118,R,FIN,MAZDA_CX_50_HYBRID purchased in 2025; 07 leads to 8Z; ['B01'] used in ['N01']; ODO 106190->106375 logically increases
MAZDA_CX_5,2016,61460,K,77,9A,['E02'],[1],"['F02', 'P01']",1694.04,4,"['B5', 'K1']",426.86,61101,W,D087,R,ATH,"MAZDA_CX_5 purchased in 2016; 77 leads to 9A; ['E02'] used in ['F02', 'P01']; ODO 61101->61460 logically increases"
MAZDA_CX_90_PHEV,2025,79932,K,86,8W,"['E02', 'H01']","[2, 2]","['H05', 'F02']",2296.18,6.5,"['B5', 'D1']",467.23,79764,W,D096,R,QTY,"MAZDA_CX_90_PHEV purchased in 2025; 86 leads to 8W; ['E02', 'H01'] used in ['H05', 'F02']; ODO 79764->79932 logically increases"
MAZDA_MX_5_MIATA,2013,139827,K,55,9C,"['L01', 'E02']","[1, 2]",['P01'],1451.79,2.2,"['B5', '']",217.71,139473,W,D070,R,DCO,"MAZDA_MX_5_MIATA purchased in 2013; 55 leads to 9C; ['L01', 'E02'] used in ['P01']; ODO 139473->139827 logically increases"
